Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered
875,3789,300,95,36,9999,0,192,0,4287,2,2,1171,441,1353,0,1,1,72,0,0,0,60,0,0,0,0,893,1221,0,18,42,41,28,15,0,18,14,0,16,9999,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1873,3790,300,95,36,9999,0,173,0,4287,2,2,1171,441,1353,1,1,73,72,46,0,72,2,34,0,1440,1584,889,1167,0,9,35,31,26,5,0,9,9,9,16,9999,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2873,3791,300,95,36,9999,0,96,0,4287,2,2,1171,441,1353,1,1,73,72,48,0,73,0,13,0,1440,1584,888,1166,0,18,42,22,23,94,5,5,18,5,16,9999,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,3622,300,95,36,9999,0,114,0,4287,2,2,1382,441,2000,1,1,73,72,48,0,73,0,7,0,1440,1584,889,1167,0,39,45,35,35,78,19,6,39,10,12,9999,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4873,3619,300,95,36,9999,0,246,0,4290,4,2,1478,441,1353,1,1,62,72,47,0,61,12,4,0,1440,1584,3440,1153,0,86,34,33,19,19,28,26,86,4,34,9999,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5873,3555,300,95,36,9999,0,243,0,4290,4,2,1478,441,1353,1,1,73,72,48,0,73,0,37,0,1440,1584,3554,1162,0,35,52,26,41,34,35,30,16,9,28,9999,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6874,3548,300,95,36,9999,0,174,0,4290,4,2,1478,441,1804,1,1,69,72,47,0,67,5,8,0,1440,1584,3450,1160,0,31,38,47,22,16,28,22,31,13,36,9999,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7873,3538,300,95,36,9999,0,166,0,4290,4,2,1478,441,1804,1,1,43,72,46,0,40,32,6,0,1440,1584,3467,1152,0,10,39,26,28,19,5,10,5,5,35,9999,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8875,3538,300,95,36,9999,0,208,0,4290,4,2,1478,441,1555,1,1,70,72,48,0,69,4,9,0,1440,1584,3440,1160,0,57,33,33,26,15,15,23,57,9,35,9999,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9873,3577,300,95,36,9999,0,257,0,4290,4,2,1478,441,1353,1,1,73,72,48,0,73,0,42,0,1440,1584,6297,1160,0,45,36,26,38,25,45,19,28,5,55,9999,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
