Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,sensor_temperature_celcius,power_current,power_level_state,power_voltage,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,average_frame_rate,display_refresh_rate,average_prediction_milliseconds,screen_tear_count,early_frame_count,stale_frame_count,maximum_rotational_speed_degrees_per_second,foveation_level,eye_buffer_width,eye_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,app_vss_MB,app_rss_MB,app_dalvik_pss_MB,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered
892,3707,403,97,34,9999,0,101,0,4325,4,2,1478,441,1353,0,1,1,72,0,0,28,57,0,0,0,0,1111,1219,0,25,50,6,27,10,5,9,25,21,18,9999,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,3710,403,97,34,9999,0,28,0,4325,4,2,1478,441,1353,1,1,73,72,46,0,73,0,72,0,1440,1584,1099,1162,0,14,22,52,27,19,9,14,13,9,18,9999,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2892,3710,403,97,34,9999,0,20,0,4325,3,2,1382,441,1353,1,1,73,72,48,0,73,0,80,0,1440,1584,1109,1162,0,30,52,60,47,94,30,22,19,17,17,9999,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,3635,403,97,34,9999,0,0,0,4325,3,2,1382,441,1353,1,1,72,72,48,0,73,1,13,0,1440,1584,1067,1164,0,19,45,36,36,78,19,4,18,5,16,9999,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4892,3634,403,97,34,9999,0,124,0,4325,3,2,1382,441,1353,1,1,62,72,47,0,62,11,4,0,1440,1584,2260,1149,0,71,25,35,29,14,39,25,71,4,26,9999,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5892,3585,403,97,34,9999,0,225,0,4320,4,2,1478,441,1353,1,1,73,72,48,0,73,0,52,0,1440,1584,2228,1157,0,35,57,56,57,39,27,25,35,18,19,9999,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6895,3561,403,97,34,9999,0,137,0,4320,4,2,1478,441,1555,1,1,61,72,47,0,36,36,37,0,1440,1584,2240,1149,0,100,38,47,26,34,15,19,100,9,26,9999,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7892,3555,403,97,34,9999,0,213,0,4320,4,2,1478,441,1555,1,1,66,72,47,0,70,4,3,0,1440,1584,2246,1150,0,22,36,31,30,19,22,19,14,13,26,9999,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8893,3487,403,97,34,9999,0,95,0,4320,4,2,1382,441,1804,1,1,73,72,48,0,73,0,18,0,1440,1584,2230,1146,0,55,36,50,47,36,55,35,31,5,26,9999,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9893,3506,403,97,34,9999,0,234,0,4320,3,2,1382,441,1353,1,1,71,72,47,0,69,1,25,0,1440,1584,5059,1163,0,14,30,33,29,14,14,10,10,9,46,9999,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
